,ProviderName,TractCode,CountBlocks,Consumer Blocks Served,Consumer Blocks Served - 3mbps,Consumer Blocks Served - 12mbps,Consumer Blocks Served - 25mbps,Proportion Served,Proportion Served 3mbps,Proportion Served 12mbps,Proportion Served 25mbps,Substantially Served,Substantially Served 3mbps,Substantially Served 12mbps,Substantially Served 25mbps,TechCodes Set,Minimally Residential,Water Area,Consumer Service N/A
198,West Kentucky Rural Telephone Coop Corp Inc,47045964000,397,94,94,94,94,23.68,23.68,23.68,23.68,False,False,False,False,{50},False,False,False
199,"Aeneas Communications, LLC",47045964000,397,3,1,1,1,0.76,0.25,0.25,0.25,False,False,False,False,"{42, 30}",False,False,False
200,"COMCAST CABLE COMMUNICATIONS, LLC",47045964000,397,1,1,1,1,0.25,0.25,0.25,0.25,False,False,False,False,{43},False,False,False
201,"Charter Communications, Inc.",47045964000,397,235,235,235,235,59.19,59.19,59.19,59.19,True,True,True,True,{43},False,False,False
202,"Wisper II, LLC",47075930500,132,37,28,0,0,28.03,21.21,0.0,0.0,False,False,False,False,{70},False,False,False
203,"BellSouth Telecommunications, Inc.",47075930500,132,38,38,2,2,28.79,28.79,1.52,1.52,False,False,False,False,"{10, 11, 70}",False,False,False
204,"Millington Telephone Co., Inc.",47075930500,132,45,45,45,45,34.09,34.09,34.09,34.09,True,True,True,True,"{10, 50}",False,False,False
205,"COMCAST CABLE COMMUNICATIONS, LLC",47075930500,132,52,52,52,52,39.39,39.39,39.39,39.39,True,True,True,True,{43},False,False,False
206,"Wisper II, LLC",47075930302,81,5,3,0,0,6.17,3.7,0.0,0.0,False,False,False,False,{70},False,False,False
207,"BellSouth Telecommunications, Inc.",47075930302,81,62,58,41,8,76.54,71.6,50.62,9.88,True,True,True,False,"{10, 11}",False,False,False
208,"Aeneas Communications, LLC",47075930302,81,12,12,11,11,14.81,14.81,13.58,13.58,False,False,False,False,"{50, 11}",False,False,False
209,"Charter Communications, Inc.",47075930302,81,81,81,81,81,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
210,"Wisper II, LLC",47097050400,83,8,6,0,0,9.64,7.23,0.0,0.0,False,False,False,False,{70},False,False,False
211,"BellSouth Telecommunications, Inc.",47097050400,83,69,67,40,35,83.13,80.72,48.19,42.17,True,True,True,True,"{10, 11, 12, 70}",False,False,False
212,"ECSIS.NET, LLC DBA Electronic Communication Systems",47097050400,83,22,22,22,0,26.51,26.51,26.51,0.0,False,False,False,False,{11},False,False,False
213,"Charter Communications, Inc.",47097050400,83,59,59,59,59,71.08,71.08,71.08,71.08,True,True,True,True,{43},False,False,False
214,"Wisper II, LLC",47053967000,231,5,2,0,0,2.16,0.87,0.0,0.0,False,False,False,False,{70},False,False,False
215,"BellSouth Telecommunications, Inc.",47053967000,231,198,170,97,34,85.71,73.59,41.99,14.72,True,True,True,False,"{10, 11, 70}",False,False,False
216,"Gibson Connect, LLC",47053967000,231,15,15,15,15,6.49,6.49,6.49,6.49,False,False,False,False,{50},False,False,False
217,INFOSTRUCTURE INC,47053967000,231,201,201,201,201,87.01,87.01,87.01,87.01,True,True,True,True,"{42, 50}",False,False,False
218,"Aeneas Communications, LLC",47053967000,231,13,10,0,0,5.63,4.33,0.0,0.0,False,False,False,False,"{11, 30}",False,False,False
219,"Wisper II, LLC",47047060800,100,31,22,0,0,31.0,22.0,0.0,0.0,True,False,False,False,{70},False,False,False
220,"BellSouth Telecommunications, Inc.",47047060800,100,79,76,15,9,79.0,76.0,15.0,9.0,True,True,False,False,"{10, 11, 12, 70}",False,False,False
221,"Millington Telephone Co., Inc.",47047060800,100,3,3,3,3,3.0,3.0,3.0,3.0,False,False,False,False,"{10, 50}",False,False,False
222,"COMCAST CABLE COMMUNICATIONS, LLC",47047060800,100,28,28,28,28,28.0,28.0,28.0,28.0,False,False,False,False,{43},False,False,False
223,"Wisper II, LLC",47075930400,219,17,13,0,0,7.76,5.94,0.0,0.0,False,False,False,False,{70},False,False,False
224,"BellSouth Telecommunications, Inc.",47075930400,219,142,132,95,46,64.84,60.27,43.38,21.0,True,True,True,False,"{10, 11, 70}",False,False,False
225,"Aeneas Communications, LLC",47075930400,219,31,29,26,26,14.16,13.24,11.87,11.87,False,False,False,False,"{50, 11}",False,False,False
226,"Charter Communications, Inc.",47075930400,219,189,189,189,189,86.3,86.3,86.3,86.3,True,True,True,True,{43},False,False,False
227,"Wisper II, LLC",47069950200,128,11,7,0,0,8.59,5.47,0.0,0.0,False,False,False,False,{70},False,False,False
228,"BellSouth Telecommunications, Inc.",47069950200,128,112,110,85,68,87.5,85.94,66.41,53.12,True,True,True,True,"{10, 11, 70}",False,False,False
229,Capshaw Enterprises,47069950200,128,4,3,1,1,3.12,2.34,0.78,0.78,False,False,False,False,{70},False,False,False
230,"COMCAST CABLE COMMUNICATIONS, LLC",47069950200,128,63,63,63,63,49.22,49.22,49.22,49.22,True,True,True,True,{43},False,False,False
231,"Charter Communications, Inc.",47069950200,128,8,8,8,8,6.25,6.25,6.25,6.25,False,False,False,False,{43},False,False,False
232,"Wisper II, LLC",47053966700,314,29,24,0,0,9.24,7.64,0.0,0.0,False,False,False,False,{70},False,False,False
233,Ken-Tenn Wireless,47053966700,314,5,5,1,0,1.59,1.59,0.32,0.0,False,False,False,False,{70},False,False,False
234,"BellSouth Telecommunications, Inc.",47053966700,314,226,224,129,40,71.97,71.34,41.08,12.74,True,True,True,False,"{10, 11, 70}",False,False,False
235,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966700,314,247,247,247,0,78.66,78.66,78.66,0.0,True,True,True,False,{11},False,False,False
236,Trenton T. V. Cable Company,47053966700,314,1,1,1,1,0.32,0.32,0.32,0.32,False,False,False,False,{42},False,False,False
237,West Kentucky Rural Telephone Coop Corp Inc,47053966700,314,19,19,19,19,6.05,6.05,6.05,6.05,False,False,False,False,{50},False,False,False
238,INFOSTRUCTURE INC,47053966700,314,13,13,13,13,4.14,4.14,4.14,4.14,False,False,False,False,"{42, 50}",False,False,False
239,"Aeneas Communications, LLC",47053966700,314,18,16,1,1,5.73,5.1,0.32,0.32,False,False,False,False,"{50, 11}",False,False,False
240,"Wisper II, LLC",47053966900,172,5,4,0,0,2.91,2.33,0.0,0.0,False,False,False,False,{70},False,False,False
241,"BellSouth Telecommunications, Inc.",47053966900,172,168,168,147,120,97.67,97.67,85.47,69.77,True,True,True,True,"{10, 11, 70}",False,False,False
242,West Kentucky Rural Telephone Coop Corp Inc,47053966900,172,1,1,1,1,0.58,0.58,0.58,0.58,False,False,False,False,{50},False,False,False
243,INFOSTRUCTURE INC,47053966900,172,141,141,141,141,81.98,81.98,81.98,81.98,True,True,True,True,"{42, 50}",False,False,False
244,"Aeneas Communications, LLC",47053966900,172,3,2,0,0,1.74,1.16,0.0,0.0,False,False,False,False,"{11, 30}",False,False,False
245,"Wisper II, LLC",47053966200,221,10,9,0,0,4.52,4.07,0.0,0.0,False,False,False,False,{70},False,False,False
246,Ken-Tenn Wireless,47053966200,221,5,5,1,0,2.26,2.26,0.45,0.0,False,False,False,False,{70},False,False,False
247,"BellSouth Telecommunications, Inc.",47053966200,221,151,146,81,26,68.33,66.06,36.65,11.76,True,True,True,False,"{10, 11, 70}",False,False,False
248,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966200,221,174,174,174,0,78.73,78.73,78.73,0.0,True,True,True,False,"{11, 70}",False,False,False
249,"Gibson Connect, LLC",47053966200,221,112,112,112,112,50.68,50.68,50.68,50.68,True,True,True,True,{50},False,False,False
250,"West Tennessee Telephone Co., Inc.",47053966200,221,16,16,8,8,7.24,7.24,3.62,3.62,False,False,False,False,{11},False,False,False
251,West Kentucky Rural Telephone Coop Corp Inc,47053966200,221,16,16,16,16,7.24,7.24,7.24,7.24,False,False,False,False,{50},False,False,False
252,"Charter Communications, Inc.",47053966200,221,154,154,154,154,69.68,69.68,69.68,69.68,True,True,True,True,{43},False,False,False
253,"Wisper II, LLC",47053966300,162,26,21,0,0,16.05,12.96,0.0,0.0,False,False,False,False,{70},False,False,False
254,Ken-Tenn Wireless,47053966300,162,1,1,0,0,0.62,0.62,0.0,0.0,False,False,False,False,{70},False,False,False
255,"BellSouth Telecommunications, Inc.",47053966300,162,63,51,12,3,38.89,31.48,7.41,1.85,True,True,False,False,"{10, 11, 70}",False,False,False
256,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966300,162,161,161,161,0,99.38,99.38,99.38,0.0,True,True,True,False,{11},False,False,False
257,Trenton T. V. Cable Company,47053966300,162,1,1,1,1,0.62,0.62,0.62,0.62,False,False,False,False,{42},False,False,False
258,"Gibson Connect, LLC",47053966300,162,4,4,4,4,2.47,2.47,2.47,2.47,False,False,False,False,{50},False,False,False
259,"Charter Communications, Inc.",47053966300,162,12,12,12,12,7.41,7.41,7.41,7.41,False,False,False,False,{43},False,False,False
260,"Wisper II, LLC",47053967400,375,22,16,0,0,5.87,4.27,0.0,0.0,False,False,False,False,{70},False,False,False
261,Ken-Tenn Wireless,47053967400,375,8,8,1,0,2.13,2.13,0.27,0.0,False,False,False,False,{70},False,False,False
262,"BellSouth Telecommunications, Inc.",47053967400,375,12,12,0,0,3.2,3.2,0.0,0.0,False,False,False,False,"{10, 11, 70}",False,False,False
263,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053967400,375,183,183,183,0,48.8,48.8,48.8,0.0,True,True,True,False,{11},False,False,False
264,"West Tennessee Telephone Co., Inc.",47053967400,375,365,365,256,256,97.33,97.33,68.27,68.27,True,True,True,True,"{50, 11}",False,False,False
265,"Charter Communications, Inc.",47053967400,375,109,109,109,109,29.07,29.07,29.07,29.07,False,False,False,False,{43},False,False,False
266,"Wisper II, LLC",47183968600,218,7,6,0,0,3.21,2.75,0.0,0.0,False,False,False,False,{70},False,False,False
267,Ken-Tenn Wireless,47183968600,218,29,29,5,0,13.3,13.3,2.29,0.0,False,False,False,False,{70},False,False,False
268,"BellSouth Telecommunications, Inc.",47183968600,218,188,187,111,76,86.24,85.78,50.92,34.86,True,True,True,True,"{10, 11, 70}",False,False,False
269,"Charter Communications, Inc.",47183968600,218,150,150,150,150,68.81,68.81,68.81,68.81,True,True,True,True,{43},False,False,False
270,"Wisper II, LLC",47069950100,240,13,11,0,0,5.42,4.58,0.0,0.0,False,False,False,False,{70},False,False,False
271,"BellSouth Telecommunications, Inc.",47069950100,240,230,229,3,3,95.83,95.42,1.25,1.25,True,True,False,False,"{10, 11, 70}",False,False,False
272,Capshaw Enterprises,47069950100,240,18,6,0,0,7.5,2.5,0.0,0.0,False,False,False,False,{70},False,False,False
273,"Aeneas Communications, LLC",47069950100,240,13,13,13,13,5.42,5.42,5.42,5.42,False,False,False,False,{50},False,False,False
274,"COMCAST CABLE COMMUNICATIONS, LLC",47069950100,240,2,2,2,2,0.83,0.83,0.83,0.83,False,False,False,False,{43},False,False,False
275,"Charter Communications, Inc.",47069950100,240,1,1,1,1,0.42,0.42,0.42,0.42,False,False,False,False,{43},False,False,False
276,"Wisper II, LLC",47053966600,76,16,15,0,0,21.05,19.74,0.0,0.0,False,False,False,False,{70},False,False,False
277,"BellSouth Telecommunications, Inc.",47053966600,76,65,58,31,16,85.53,76.32,40.79,21.05,True,True,True,False,"{10, 11, 12, 70}",False,False,False
278,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966600,76,3,3,3,0,3.95,3.95,3.95,0.0,False,False,False,False,{11},False,False,False
279,"Gibson Connect, LLC",47053966600,76,6,6,6,6,7.89,7.89,7.89,7.89,False,False,False,False,{50},False,False,False
280,INFOSTRUCTURE INC,47053966600,76,17,17,17,17,22.37,22.37,22.37,22.37,False,False,False,False,{42},False,False,False
281,"Charter Communications, Inc.",47053966600,76,30,30,30,30,39.47,39.47,39.47,39.47,True,True,True,True,{43},False,False,False
282,"Wisper II, LLC",47053966800,129,5,4,0,0,3.88,3.1,0.0,0.0,False,False,False,False,{70},False,False,False
283,"BellSouth Telecommunications, Inc.",47053966800,129,10,9,2,0,7.75,6.98,1.55,0.0,False,False,False,False,"{10, 11, 70}",False,False,False
284,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966800,129,37,37,37,0,28.68,28.68,28.68,0.0,False,False,False,False,{70},False,False,False
285,West Kentucky Rural Telephone Coop Corp Inc,47053966800,129,123,123,123,123,95.35,95.35,95.35,95.35,True,True,True,True,{50},False,False,False
286,INFOSTRUCTURE INC,47053966800,129,3,3,3,3,2.33,2.33,2.33,2.33,False,False,False,False,{42},False,False,False
287,"Wisper II, LLC",47097050600,148,7,5,0,0,4.73,3.38,0.0,0.0,False,False,False,False,{70},False,False,False
288,"BellSouth Telecommunications, Inc.",47097050600,148,103,100,62,41,69.59,67.57,41.89,27.7,True,True,True,False,"{10, 11, 70}",False,False,False
289,"ECSIS.NET, LLC DBA Electronic Communication Systems",47097050600,148,133,133,133,0,89.86,89.86,89.86,0.0,True,True,True,False,{11},False,False,False
290,"Charter Communications, Inc.",47097050600,148,75,75,75,75,50.68,50.68,50.68,50.68,True,True,True,True,{43},False,False,False
291,"Wisper II, LLC",47047060403,109,1,1,0,0,0.92,0.92,0.0,0.0,False,False,False,False,{70},False,False,False
292,"BellSouth Telecommunications, Inc.",47047060403,109,92,91,75,72,84.4,83.49,68.81,66.06,True,True,True,True,"{10, 11, 12, 50}",False,False,False
293,"COMCAST CABLE COMMUNICATIONS, LLC",47047060403,109,91,91,91,91,83.49,83.49,83.49,83.49,True,True,True,True,{43},False,False,False
294,"Wisper II, LLC",47053966400,266,10,9,0,0,3.76,3.38,0.0,0.0,False,False,False,False,{70},False,False,False
295,"BellSouth Telecommunications, Inc.",47053966400,266,153,142,74,0,57.52,53.38,27.82,0.0,True,True,False,False,"{10, 11, 70}",False,False,False
296,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966400,266,29,29,29,0,10.9,10.9,10.9,0.0,False,False,False,False,{11},False,False,False
297,"West Tennessee Telephone Co., Inc.",47053966400,266,56,56,44,44,21.05,21.05,16.54,16.54,False,False,False,False,"{50, 11}",False,False,False
298,INFOSTRUCTURE INC,47053966400,266,2,2,2,2,0.75,0.75,0.75,0.75,False,False,False,False,{42},False,False,False
299,"Aeneas Communications, LLC",47053966400,266,3,2,1,1,1.13,0.75,0.38,0.38,False,False,False,False,"{42, 11}",False,False,False
300,"Charter Communications, Inc.",47053966400,266,182,182,182,182,68.42,68.42,68.42,68.42,True,True,True,True,{43},False,False,False
301,"Wisper II, LLC",47023970300,295,9,7,0,0,3.05,2.37,0.0,0.0,False,False,False,False,{70},False,False,False
302,"BellSouth Telecommunications, Inc.",47023970300,295,203,193,30,19,68.81,65.42,10.17,6.44,True,True,False,False,"{10, 11, 50, 70}",False,False,False
303,"Aeneas Communications, LLC",47023970300,295,10,10,10,10,3.39,3.39,3.39,3.39,False,False,False,False,{50},False,False,False
304,"COMCAST CABLE COMMUNICATIONS, LLC",47023970300,295,2,2,2,2,0.68,0.68,0.68,0.68,False,False,False,False,{43},False,False,False
305,"Charter Communications, Inc.",47023970300,295,169,169,169,169,57.29,57.29,57.29,57.29,True,True,True,True,{43},False,False,False
306,"Wisper II, LLC",47167041000,103,6,5,0,0,5.83,4.85,0.0,0.0,False,False,False,False,{70},False,False,False
307,"BellSouth Telecommunications, Inc.",47167041000,103,9,9,8,8,8.74,8.74,7.77,7.77,False,False,False,False,"{10, 11, 12}",False,False,False
308,"ECSIS.NET, LLC DBA Electronic Communication Systems",47167041000,103,103,103,0,0,100.0,100.0,0.0,0.0,True,True,False,False,{70},False,False,False
309,"Millington Telephone Co., Inc.",47167041000,103,37,37,37,37,35.92,35.92,35.92,35.92,True,True,True,True,"{10, 50}",False,False,False
310,"COMCAST CABLE COMMUNICATIONS, LLC",47167041000,103,36,36,36,36,34.95,34.95,34.95,34.95,True,True,True,True,{43},False,False,False
311,"Wisper II, LLC",47077975200,234,62,55,0,0,26.5,23.5,0.0,0.0,False,False,False,False,{70},False,False,False
312,"BellSouth Telecommunications, Inc.",47077975200,234,132,132,2,0,56.41,56.41,0.85,0.0,True,True,False,False,"{10, 11, 70}",False,False,False
313,"Charter Communications, Inc.",47077975200,234,118,118,118,118,50.43,50.43,50.43,50.43,True,True,True,True,{43},False,False,False
314,"Wisper II, LLC",47023970100,183,67,61,0,0,36.61,33.33,0.0,0.0,True,True,False,False,{70},False,False,False
315,"CenturyLink, Inc.",47023970100,183,35,23,10,3,19.13,12.57,5.46,1.64,False,False,False,False,"{10, 11, 12}",False,False,False
316,"BellSouth Telecommunications, Inc.",47023970100,183,110,109,3,0,60.11,59.56,1.64,0.0,True,True,False,False,"{10, 11, 70}",False,False,False
317,"Aeneas Communications, LLC",47023970100,183,7,7,7,7,3.83,3.83,3.83,3.83,False,False,False,False,{50},False,False,False
318,"COMCAST CABLE COMMUNICATIONS, LLC",47023970100,183,1,1,1,1,0.55,0.55,0.55,0.55,False,False,False,False,{43},False,False,False
319,"Charter Communications, Inc.",47023970100,183,10,10,10,10,5.46,5.46,5.46,5.46,False,False,False,False,{43},False,False,False
320,"Wisper II, LLC",47047060501,109,1,1,0,0,0.92,0.92,0.0,0.0,False,False,False,False,{70},False,False,False
321,"BellSouth Telecommunications, Inc.",47047060501,109,107,102,85,56,98.17,93.58,77.98,51.38,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
322,Capshaw Enterprises,47047060501,109,1,1,1,1,0.92,0.92,0.92,0.92,False,False,False,False,{70},False,False,False
323,"COMCAST CABLE COMMUNICATIONS, LLC",47047060501,109,92,92,92,92,84.4,84.4,84.4,84.4,True,True,True,True,{43},False,False,False
324,"Wisper II, LLC",47017962400,93,19,15,0,0,20.43,16.13,0.0,0.0,False,False,False,False,{70},False,False,False
325,"BellSouth Telecommunications, Inc.",47017962400,93,88,85,0,0,94.62,91.4,0.0,0.0,True,True,False,False,"{10, 11, 70}",False,False,False
326,"Charter Communications, Inc.",47017962400,93,2,2,2,2,2.15,2.15,2.15,2.15,False,False,False,False,{43},False,False,False
327,"Wisper II, LLC",47131965900,189,5,3,0,0,2.65,1.59,0.0,0.0,False,False,False,False,{70},False,False,False
328,Ken-Tenn Wireless,47131965900,189,18,18,1,0,9.52,9.52,0.53,0.0,False,False,False,False,{70},False,False,False
329,"BellSouth Telecommunications, Inc.",47131965900,189,89,88,45,18,47.09,46.56,23.81,9.52,True,True,False,False,"{10, 11, 70}",False,False,False
330,"ECSIS.NET, LLC DBA Electronic Communication Systems",47131965900,189,165,165,158,0,87.3,87.3,83.6,0.0,True,True,True,False,"{11, 70}",False,False,False
331,West Kentucky Rural Telephone Coop Corp Inc,47131965900,189,77,77,77,77,40.74,40.74,40.74,40.74,True,True,True,True,{50},False,False,False
332,"Charter Communications, Inc.",47131965900,189,76,76,76,76,40.21,40.21,40.21,40.21,True,True,True,True,{43},False,False,False
333,"Wisper II, LLC",47023970200,164,1,1,0,0,0.61,0.61,0.0,0.0,False,False,False,False,{70},False,False,False
334,"BellSouth Telecommunications, Inc.",47023970200,164,128,127,121,82,78.05,77.44,73.78,50.0,True,True,True,True,"{10, 11, 50}",False,False,False
335,"Aeneas Communications, LLC",47023970200,164,34,33,31,31,20.73,20.12,18.9,18.9,False,False,False,False,"{50, 11}",False,False,False
336,"Charter Communications, Inc.",47023970200,164,162,162,162,162,98.78,98.78,98.78,98.78,True,True,True,True,{43},False,False,False
337,"Wisper II, LLC",47053966100,225,8,6,0,0,3.56,2.67,0.0,0.0,False,False,False,False,{70},False,False,False
338,Ken-Tenn Wireless,47053966100,225,16,16,1,0,7.11,7.11,0.44,0.0,False,False,False,False,{70},False,False,False
339,"BellSouth Telecommunications, Inc.",47053966100,225,73,72,32,24,32.44,32.0,14.22,10.67,True,True,False,False,"{10, 11, 70}",False,False,False
340,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966100,225,44,44,44,0,19.56,19.56,19.56,0.0,False,False,False,False,"{11, 70}",False,False,False
