,ProviderName,TractCode,CountBlocks,Consumer Blocks Served,Consumer Blocks Served - 3mbps,Consumer Blocks Served - 12mbps,Consumer Blocks Served - 25mbps,Proportion Served,Proportion Served 3mbps,Proportion Served 12mbps,Proportion Served 25mbps,Substantially Served,Substantially Served 3mbps,Substantially Served 12mbps,Substantially Served 25mbps,TechCodes Set
97,"Wisper II, LLC",47113000800,173,1,1,0,0,0.58,0.58,0.0,0.0,False,False,False,False,{70}
98,"BellSouth Telecommunications, Inc.",47113000800,173,143,143,140,11,82.66,82.66,80.92,6.36,True,True,True,False,"{10, 11, 50}"
99,Eagle One Wireless,47113000800,173,1,1,0,0,0.58,0.58,0.0,0.0,False,False,False,False,{70}
100,"Aeneas Communications, LLC",47113000800,173,12,12,11,11,6.94,6.94,6.36,6.36,False,False,False,False,"{50, 11, 30}"
101,"Charter Communications, Inc.",47113000800,173,173,173,173,173,100.0,100.0,100.0,100.0,True,True,True,True,{43}
102,Jackson Energy Authority,47113001900,154,8,8,8,8,5.19,5.19,5.19,5.19,False,False,False,False,{50}
103,"Wisper II, LLC",47113001900,154,1,1,0,0,0.65,0.65,0.0,0.0,False,False,False,False,{70}
104,"BellSouth Telecommunications, Inc.",47113001900,154,82,82,3,1,53.25,53.25,1.95,0.65,True,True,False,False,"{10, 11, 50, 70}"
105,"Aeneas Communications, LLC",47113001900,154,1,0,0,0,0.65,0.0,0.0,0.0,False,False,False,False,{30}
106,"Charter Communications, Inc.",47113001900,154,121,121,121,121,78.57,78.57,78.57,78.57,True,True,True,True,{43}
107,Jackson Energy Authority,47113001100,85,36,36,36,36,42.35,42.35,42.35,42.35,True,True,True,True,{50}
108,"BellSouth Telecommunications, Inc.",47113001100,85,67,59,30,0,78.82,69.41,35.29,0.0,True,True,True,False,"{10, 11}"
109,"Aeneas Communications, LLC",47113001100,85,2,2,1,1,2.35,2.35,1.18,1.18,False,False,False,False,"{50, 11}"
110,"Charter Communications, Inc.",47113001100,85,85,85,85,85,100.0,100.0,100.0,100.0,True,True,True,True,{43}
111,Jackson Energy Authority,47113001502,259,7,7,7,7,2.7,2.7,2.7,2.7,False,False,False,False,{50}
112,"Wisper II, LLC",47113001502,259,10,10,0,0,3.86,3.86,0.0,0.0,False,False,False,False,{70}
113,"BellSouth Telecommunications, Inc.",47113001502,259,143,137,47,8,55.21,52.9,18.15,3.09,True,True,True,False,"{10, 11, 50, 70}"
114,"Gibson Connect, LLC",47113001502,259,23,23,23,23,8.88,8.88,8.88,8.88,False,False,False,False,{50}
115,INFOSTRUCTURE INC,47113001502,259,27,27,27,27,10.42,10.42,10.42,10.42,False,False,False,False,{42}
116,"Charter Communications, Inc.",47113001502,259,180,180,180,180,69.5,69.5,69.5,69.5,True,True,True,True,{43}
117,North Central Communications,47111970300,312,2,2,2,2,0.64,0.64,0.64,0.64,False,False,False,False,{50}
118,"North Central Telephone Cooperative, Inc.",47111970300,312,312,312,312,306,100.0,100.0,100.0,98.08,True,True,True,True,"{50, 10}"
119,"BellSouth Telecommunications, Inc.",47111970300,312,1,1,1,0,0.32,0.32,0.32,0.0,False,False,False,False,"{10, 11, 70}"
120,UNITED STATES CELLULAR CORPORATION,47111970300,312,143,0,0,0,45.83,0.0,0.0,0.0,True,False,False,False,{70}
121,"COMCAST CABLE COMMUNICATIONS, LLC",47111970300,312,177,177,177,177,56.73,56.73,56.73,56.73,True,True,True,True,{43}
122,North Central Communications,47111970400,157,3,3,3,3,1.91,1.91,1.91,1.91,False,False,False,False,{50}
123,"North Central Telephone Cooperative, Inc.",47111970400,157,157,156,155,127,100.0,99.36,98.73,80.89,True,True,True,True,"{50, 10}"
124,"BellSouth Telecommunications, Inc.",47111970400,157,3,3,0,0,1.91,1.91,0.0,0.0,False,False,False,False,{70}
125,UNITED STATES CELLULAR CORPORATION,47111970400,157,143,0,0,0,91.08,0.0,0.0,0.0,True,False,False,False,{70}
126,"COMCAST CABLE COMMUNICATIONS, LLC",47111970400,157,1,1,1,1,0.64,0.64,0.64,0.64,False,False,False,False,{43}
127,North Central Communications,47159975000,221,65,65,65,65,29.41,29.41,29.41,29.41,True,True,True,True,{50}
128,"North Central Telephone Cooperative, Inc.",47159975000,221,146,146,146,146,66.06,66.06,66.06,66.06,True,True,True,True,{50}
129,"BellSouth Telecommunications, Inc.",47159975000,221,10,8,0,0,4.52,3.62,0.0,0.0,False,False,False,False,"{10, 11, 70}"
130,UNITED STATES CELLULAR CORPORATION,47159975000,221,6,0,0,0,2.71,0.0,0.0,0.0,False,False,False,False,{70}
131,Twin Lakes Telephone Cooperative Corporation,47159975000,221,2,2,0,0,0.9,0.9,0.0,0.0,False,False,False,False,{11}
132,"Advantage Cellular Systems, Inc.",47159975000,221,1,1,1,1,0.45,0.45,0.45,0.45,False,False,False,False,{50}
133,"COMCAST CABLE COMMUNICATIONS, LLC",47159975000,221,19,19,19,19,8.6,8.6,8.6,8.6,False,False,False,False,{43}
134,North Central Communications,47169090100,307,12,12,12,12,3.91,3.91,3.91,3.91,False,False,False,False,{50}
135,"North Central Telephone Cooperative, Inc.",47169090100,307,89,89,89,50,28.99,28.99,28.99,16.29,True,True,True,True,"{50, 10}"
136,"TRI-COUNTY FIBER COMMUNICATIONS, LLC",47169090100,307,124,124,124,124,40.39,40.39,40.39,40.39,True,True,True,True,{50}
137,"BellSouth Telecommunications, Inc.",47169090100,307,103,100,15,8,33.55,32.57,4.89,2.61,True,True,False,False,"{70, 10, 11, 12, 50}"
138,UNITED STATES CELLULAR CORPORATION,47169090100,307,261,0,0,0,85.02,0.0,0.0,0.0,True,False,False,False,{70}
139,"COMCAST CABLE COMMUNICATIONS, LLC",47169090100,307,47,47,47,47,15.31,15.31,15.31,15.31,True,True,True,True,{43}
140,"Wisper II, LLC",47033961100,230,50,41,0,0,21.74,17.83,0.0,0.0,True,True,False,False,{70}
141,"BellSouth Telecommunications, Inc.",47033961100,230,10,6,0,0,4.35,2.61,0.0,0.0,False,False,False,False,"{10, 11, 70}"
142,Benton County Cable,47033961100,230,1,1,1,1,0.43,0.43,0.43,0.43,False,False,False,False,"{42, 70}"
143,"Crockett Telephone Co., Inc.",47033961100,230,208,208,147,147,90.43,90.43,63.91,63.91,True,True,True,True,"{50, 11}"
144,"Charter Communications, Inc.",47033961100,230,156,156,156,156,67.83,67.83,67.83,67.83,True,True,True,True,{43}
145,"Wisper II, LLC",47033961000,102,34,27,0,0,33.33,26.47,0.0,0.0,True,True,False,False,{70}
146,"BellSouth Telecommunications, Inc.",47033961000,102,59,49,1,1,57.84,48.04,0.98,0.98,True,True,False,False,"{10, 11}"
147,"Crockett Telephone Co., Inc.",47033961000,102,22,22,17,17,21.57,21.57,16.67,16.67,True,True,True,True,"{50, 11}"
148,INFOSTRUCTURE INC,47033961000,102,1,1,1,1,0.98,0.98,0.98,0.98,False,False,False,False,{42}
149,"Charter Communications, Inc.",47033961000,102,46,46,46,46,45.1,45.1,45.1,45.1,True,True,True,True,{43}
150,"Wisper II, LLC",47033961400,213,28,28,1,1,13.15,13.15,0.47,0.47,False,False,False,False,{70}
151,"BellSouth Telecommunications, Inc.",47033961400,213,105,96,59,34,49.3,45.07,27.7,15.96,True,True,True,True,"{10, 11, 70}"
152,"Aeneas Communications, LLC",47033961400,213,2,1,1,1,0.94,0.47,0.47,0.47,False,False,False,False,"{42, 30}"
153,"Charter Communications, Inc.",47033961400,213,192,192,192,192,90.14,90.14,90.14,90.14,True,True,True,True,{43}
154,"Wisper II, LLC",47097050300,124,20,19,0,0,16.13,15.32,0.0,0.0,True,True,False,False,{70}
155,"BellSouth Telecommunications, Inc.",47097050300,124,104,76,18,14,83.87,61.29,14.52,11.29,True,True,False,False,"{10, 11, 12, 70}"
156,"Aeneas Communications, LLC",47097050300,124,1,0,0,0,0.81,0.0,0.0,0.0,False,False,False,False,{30}
157,"Charter Communications, Inc.",47097050300,124,95,95,95,95,76.61,76.61,76.61,76.61,True,True,True,True,{43}
158,"Wisper II, LLC",47033961300,161,29,19,0,0,18.01,11.8,0.0,0.0,True,False,False,False,{70}
159,"BellSouth Telecommunications, Inc.",47033961300,161,8,8,0,0,4.97,4.97,0.0,0.0,False,False,False,False,"{10, 70}"
160,"ECSIS.NET, LLC DBA Electronic Communication Systems",47033961300,161,3,3,3,0,1.86,1.86,1.86,0.0,False,False,False,False,{70}
161,"Crockett Telephone Co., Inc.",47033961300,161,155,155,95,95,96.27,96.27,59.01,59.01,True,True,True,True,{11}
162,"Charter Communications, Inc.",47033961300,161,39,39,39,39,24.22,24.22,24.22,24.22,True,True,True,True,{43}
163,"Wisper II, LLC",47075930100,153,89,73,0,0,58.17,47.71,0.0,0.0,True,True,False,False,{70}
164,"BellSouth Telecommunications, Inc.",47075930100,153,105,101,4,4,68.63,66.01,2.61,2.61,True,True,False,False,"{10, 11, 70}"
165,"Crockett Telephone Co., Inc.",47075930100,153,14,14,5,5,9.15,9.15,3.27,3.27,False,False,False,False,{11}
166,"Aeneas Communications, LLC",47075930100,153,1,0,0,0,0.65,0.0,0.0,0.0,False,False,False,False,{30}
167,"Charter Communications, Inc.",47075930100,153,11,11,11,11,7.19,7.19,7.19,7.19,False,False,False,False,{43}
168,"Wisper II, LLC",47075930200,107,47,36,0,0,43.93,33.64,0.0,0.0,True,True,False,False,{70}
169,"BellSouth Telecommunications, Inc.",47075930200,107,82,81,14,8,76.64,75.7,13.08,7.48,True,True,False,False,"{10, 11, 12, 70}"
170,"ECSIS.NET, LLC DBA Electronic Communication Systems",47075930200,107,10,10,10,0,9.35,9.35,9.35,0.0,False,False,False,False,{11}
171,"Aeneas Communications, LLC",47075930200,107,1,1,1,1,0.93,0.93,0.93,0.93,False,False,False,False,{50}
172,"Wisper II, LLC",47075930301,134,18,14,0,0,13.43,10.45,0.0,0.0,False,False,False,False,{70}
173,"BellSouth Telecommunications, Inc.",47075930301,134,112,109,72,22,83.58,81.34,53.73,16.42,True,True,True,True,"{10, 11, 70}"
174,"Aeneas Communications, LLC",47075930301,134,11,10,9,9,8.21,7.46,6.72,6.72,False,False,False,False,"{50, 11}"
175,"Charter Communications, Inc.",47075930301,134,111,111,111,111,82.84,82.84,82.84,82.84,True,True,True,True,{43}
176,"Wisper II, LLC",47097050200,235,12,10,0,0,5.11,4.26,0.0,0.0,False,False,False,False,{70}
177,"BellSouth Telecommunications, Inc.",47097050200,235,153,151,72,47,65.11,64.26,30.64,20.0,True,True,True,True,"{10, 11, 70}"
178,"ECSIS.NET, LLC DBA Electronic Communication Systems",47097050200,235,228,228,228,0,97.02,97.02,97.02,0.0,True,True,True,False,{70}
179,"Forked Deer Connect, LLC",47097050200,235,16,16,16,16,6.81,6.81,6.81,6.81,False,False,False,False,{50}
180,"Charter Communications, Inc.",47097050200,235,89,89,89,89,37.87,37.87,37.87,37.87,True,True,True,True,{43}
181,"Wisper II, LLC",47045964600,218,29,17,0,0,13.3,7.8,0.0,0.0,False,False,False,False,{70}
182,"BellSouth Telecommunications, Inc.",47045964600,218,109,107,47,42,50.0,49.08,21.56,19.27,True,True,True,True,"{10, 11, 12, 70}"
183,"ECSIS.NET, LLC DBA Electronic Communication Systems",47045964600,218,218,218,218,0,100.0,100.0,100.0,0.0,True,True,True,False,"{11, 70}"
184,"Cable One, Inc.",47045964600,218,63,63,63,63,28.9,28.9,28.9,28.9,True,True,True,True,{42}
185,"Crockett Telephone Co., Inc.",47045964600,218,58,58,29,29,26.61,26.61,13.3,13.3,True,True,False,False,"{50, 11}"
186,"Aeneas Communications, LLC",47045964600,218,1,1,0,0,0.46,0.46,0.0,0.0,False,False,False,False,{11}
187,"Wisper II, LLC",47033961200,194,26,18,0,0,13.4,9.28,0.0,0.0,False,False,False,False,{70}
188,"BellSouth Telecommunications, Inc.",47033961200,194,47,47,0,0,24.23,24.23,0.0,0.0,True,True,False,False,{70}
189,"ECSIS.NET, LLC DBA Electronic Communication Systems",47033961200,194,60,60,60,0,30.93,30.93,30.93,0.0,True,True,True,False,{70}
190,"Cable One, Inc.",47033961200,194,30,30,30,30,15.46,15.46,15.46,15.46,True,True,True,True,{42}
191,"Crockett Telephone Co., Inc.",47033961200,194,194,194,108,108,100.0,100.0,55.67,55.67,True,True,True,True,{11}
192,"COMCAST CABLE COMMUNICATIONS, LLC",47033961200,194,1,1,1,1,0.52,0.52,0.52,0.52,False,False,False,False,{43}
193,"Charter Communications, Inc.",47033961200,194,6,6,6,6,3.09,3.09,3.09,3.09,False,False,False,False,{43}
194,"Wisper II, LLC",47045964000,397,5,4,0,0,1.26,1.01,0.0,0.0,False,False,False,False,{70}
195,"BellSouth Telecommunications, Inc.",47045964000,397,200,188,94,21,50.38,47.36,23.68,5.29,True,True,True,False,"{10, 11, 12, 70}"
196,"ECSIS.NET, LLC DBA Electronic Communication Systems",47045964000,397,397,397,397,0,100.0,100.0,100.0,0.0,True,True,True,False,"{11, 70}"
197,"Cable One, Inc.",47045964000,397,3,3,3,3,0.76,0.76,0.76,0.76,False,False,False,False,{42}
198,West Kentucky Rural Telephone Coop Corp Inc,47045964000,397,94,94,94,94,23.68,23.68,23.68,23.68,True,True,True,True,{50}
199,"Aeneas Communications, LLC",47045964000,397,3,1,1,1,0.76,0.25,0.25,0.25,False,False,False,False,"{42, 30}"
200,"COMCAST CABLE COMMUNICATIONS, LLC",47045964000,397,1,1,1,1,0.25,0.25,0.25,0.25,False,False,False,False,{43}
201,"Charter Communications, Inc.",47045964000,397,235,235,235,235,59.19,59.19,59.19,59.19,True,True,True,True,{43}
202,"Wisper II, LLC",47075930500,132,37,28,0,0,28.03,21.21,0.0,0.0,True,True,False,False,{70}
203,"BellSouth Telecommunications, Inc.",47075930500,132,38,38,2,2,28.79,28.79,1.52,1.52,True,True,False,False,"{10, 11, 70}"
204,"Millington Telephone Co., Inc.",47075930500,132,45,45,45,45,34.09,34.09,34.09,34.09,True,True,True,True,"{10, 50}"
205,"COMCAST CABLE COMMUNICATIONS, LLC",47075930500,132,52,52,52,52,39.39,39.39,39.39,39.39,True,True,True,True,{43}
206,"Wisper II, LLC",47075930302,81,5,3,0,0,6.17,3.7,0.0,0.0,False,False,False,False,{70}
207,"BellSouth Telecommunications, Inc.",47075930302,81,62,58,41,8,76.54,71.6,50.62,9.88,True,True,True,False,"{10, 11}"
208,"Aeneas Communications, LLC",47075930302,81,12,12,11,11,14.81,14.81,13.58,13.58,False,False,False,False,"{50, 11}"
209,"Charter Communications, Inc.",47075930302,81,81,81,81,81,100.0,100.0,100.0,100.0,True,True,True,True,{43}
210,"Wisper II, LLC",47097050400,83,8,6,0,0,9.64,7.23,0.0,0.0,False,False,False,False,{70}
211,"BellSouth Telecommunications, Inc.",47097050400,83,69,67,40,35,83.13,80.72,48.19,42.17,True,True,True,True,"{10, 11, 12, 70}"
212,"ECSIS.NET, LLC DBA Electronic Communication Systems",47097050400,83,22,22,22,0,26.51,26.51,26.51,0.0,True,True,True,False,{11}
213,"Charter Communications, Inc.",47097050400,83,59,59,59,59,71.08,71.08,71.08,71.08,True,True,True,True,{43}
214,"Wisper II, LLC",47053967000,231,5,2,0,0,2.16,0.87,0.0,0.0,False,False,False,False,{70}
215,"BellSouth Telecommunications, Inc.",47053967000,231,198,170,97,34,85.71,73.59,41.99,14.72,True,True,True,False,"{10, 11, 70}"
216,"Gibson Connect, LLC",47053967000,231,15,15,15,15,6.49,6.49,6.49,6.49,False,False,False,False,{50}
217,INFOSTRUCTURE INC,47053967000,231,201,201,201,201,87.01,87.01,87.01,87.01,True,True,True,True,"{42, 50}"
218,"Aeneas Communications, LLC",47053967000,231,13,10,0,0,5.63,4.33,0.0,0.0,False,False,False,False,"{11, 30}"
219,"Wisper II, LLC",47047060800,100,31,22,0,0,31.0,22.0,0.0,0.0,True,True,False,False,{70}
220,"BellSouth Telecommunications, Inc.",47047060800,100,79,76,15,9,79.0,76.0,15.0,9.0,True,True,True,False,"{10, 11, 12, 70}"
221,"Millington Telephone Co., Inc.",47047060800,100,3,3,3,3,3.0,3.0,3.0,3.0,False,False,False,False,"{10, 50}"
222,"COMCAST CABLE COMMUNICATIONS, LLC",47047060800,100,28,28,28,28,28.0,28.0,28.0,28.0,True,True,True,True,{43}
223,"Wisper II, LLC",47075930400,219,17,13,0,0,7.76,5.94,0.0,0.0,False,False,False,False,{70}
224,"BellSouth Telecommunications, Inc.",47075930400,219,142,132,95,46,64.84,60.27,43.38,21.0,True,True,True,True,"{10, 11, 70}"
225,"Aeneas Communications, LLC",47075930400,219,31,29,26,26,14.16,13.24,11.87,11.87,False,False,False,False,"{50, 11}"
226,"Charter Communications, Inc.",47075930400,219,189,189,189,189,86.3,86.3,86.3,86.3,True,True,True,True,{43}
227,"Wisper II, LLC",47069950200,128,11,7,0,0,8.59,5.47,0.0,0.0,False,False,False,False,{70}
228,"BellSouth Telecommunications, Inc.",47069950200,128,112,110,85,68,87.5,85.94,66.41,53.12,True,True,True,True,"{10, 11, 70}"
229,Capshaw Enterprises,47069950200,128,4,3,1,1,3.12,2.34,0.78,0.78,False,False,False,False,{70}
230,"COMCAST CABLE COMMUNICATIONS, LLC",47069950200,128,63,63,63,63,49.22,49.22,49.22,49.22,True,True,True,True,{43}
231,"Charter Communications, Inc.",47069950200,128,8,8,8,8,6.25,6.25,6.25,6.25,False,False,False,False,{43}
232,"Wisper II, LLC",47053966700,314,29,24,0,0,9.24,7.64,0.0,0.0,False,False,False,False,{70}
233,Ken-Tenn Wireless,47053966700,314,5,5,1,0,1.59,1.59,0.32,0.0,False,False,False,False,{70}
234,"BellSouth Telecommunications, Inc.",47053966700,314,226,224,129,40,71.97,71.34,41.08,12.74,True,True,True,False,"{10, 11, 70}"
235,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966700,314,247,247,247,0,78.66,78.66,78.66,0.0,True,True,True,False,{11}
236,Trenton T. V. Cable Company,47053966700,314,1,1,1,1,0.32,0.32,0.32,0.32,False,False,False,False,{42}
237,West Kentucky Rural Telephone Coop Corp Inc,47053966700,314,19,19,19,19,6.05,6.05,6.05,6.05,False,False,False,False,{50}
238,INFOSTRUCTURE INC,47053966700,314,13,13,13,13,4.14,4.14,4.14,4.14,False,False,False,False,"{42, 50}"
239,"Aeneas Communications, LLC",47053966700,314,18,16,1,1,5.73,5.1,0.32,0.32,False,False,False,False,"{50, 11}"
240,"Wisper II, LLC",47053966900,172,5,4,0,0,2.91,2.33,0.0,0.0,False,False,False,False,{70}
241,"BellSouth Telecommunications, Inc.",47053966900,172,168,168,147,120,97.67,97.67,85.47,69.77,True,True,True,True,"{10, 11, 70}"
242,West Kentucky Rural Telephone Coop Corp Inc,47053966900,172,1,1,1,1,0.58,0.58,0.58,0.58,False,False,False,False,{50}
243,INFOSTRUCTURE INC,47053966900,172,141,141,141,141,81.98,81.98,81.98,81.98,True,True,True,True,"{42, 50}"
244,"Aeneas Communications, LLC",47053966900,172,3,2,0,0,1.74,1.16,0.0,0.0,False,False,False,False,"{11, 30}"
245,"Wisper II, LLC",47053966200,221,10,9,0,0,4.52,4.07,0.0,0.0,False,False,False,False,{70}
246,Ken-Tenn Wireless,47053966200,221,5,5,1,0,2.26,2.26,0.45,0.0,False,False,False,False,{70}
247,"BellSouth Telecommunications, Inc.",47053966200,221,151,146,81,26,68.33,66.06,36.65,11.76,True,True,True,False,"{10, 11, 70}"
248,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966200,221,174,174,174,0,78.73,78.73,78.73,0.0,True,True,True,False,"{11, 70}"
249,"Gibson Connect, LLC",47053966200,221,112,112,112,112,50.68,50.68,50.68,50.68,True,True,True,True,{50}
250,"West Tennessee Telephone Co., Inc.",47053966200,221,16,16,8,8,7.24,7.24,3.62,3.62,False,False,False,False,{11}
251,West Kentucky Rural Telephone Coop Corp Inc,47053966200,221,16,16,16,16,7.24,7.24,7.24,7.24,False,False,False,False,{50}
252,"Charter Communications, Inc.",47053966200,221,154,154,154,154,69.68,69.68,69.68,69.68,True,True,True,True,{43}
253,"Wisper II, LLC",47053966300,162,26,21,0,0,16.05,12.96,0.0,0.0,True,False,False,False,{70}
254,Ken-Tenn Wireless,47053966300,162,1,1,0,0,0.62,0.62,0.0,0.0,False,False,False,False,{70}
255,"BellSouth Telecommunications, Inc.",47053966300,162,63,51,12,3,38.89,31.48,7.41,1.85,True,True,False,False,"{10, 11, 70}"
256,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966300,162,161,161,161,0,99.38,99.38,99.38,0.0,True,True,True,False,{11}
257,Trenton T. V. Cable Company,47053966300,162,1,1,1,1,0.62,0.62,0.62,0.62,False,False,False,False,{42}
258,"Gibson Connect, LLC",47053966300,162,4,4,4,4,2.47,2.47,2.47,2.47,False,False,False,False,{50}
259,"Charter Communications, Inc.",47053966300,162,12,12,12,12,7.41,7.41,7.41,7.41,False,False,False,False,{43}
260,"Wisper II, LLC",47053967400,375,22,16,0,0,5.87,4.27,0.0,0.0,False,False,False,False,{70}
261,Ken-Tenn Wireless,47053967400,375,8,8,1,0,2.13,2.13,0.27,0.0,False,False,False,False,{70}
262,"BellSouth Telecommunications, Inc.",47053967400,375,12,12,0,0,3.2,3.2,0.0,0.0,False,False,False,False,"{10, 11, 70}"
263,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053967400,375,183,183,183,0,48.8,48.8,48.8,0.0,True,True,True,False,{11}
264,"West Tennessee Telephone Co., Inc.",47053967400,375,365,365,256,256,97.33,97.33,68.27,68.27,True,True,True,True,"{50, 11}"
265,"Charter Communications, Inc.",47053967400,375,109,109,109,109,29.07,29.07,29.07,29.07,True,True,True,True,{43}
266,"Wisper II, LLC",47183968600,218,7,6,0,0,3.21,2.75,0.0,0.0,False,False,False,False,{70}
267,Ken-Tenn Wireless,47183968600,218,29,29,5,0,13.3,13.3,2.29,0.0,False,False,False,False,{70}
268,"BellSouth Telecommunications, Inc.",47183968600,218,188,187,111,76,86.24,85.78,50.92,34.86,True,True,True,True,"{10, 11, 70}"
269,"Charter Communications, Inc.",47183968600,218,150,150,150,150,68.81,68.81,68.81,68.81,True,True,True,True,{43}
270,"Wisper II, LLC",47069950100,240,13,11,0,0,5.42,4.58,0.0,0.0,False,False,False,False,{70}
271,"BellSouth Telecommunications, Inc.",47069950100,240,230,229,3,3,95.83,95.42,1.25,1.25,True,True,False,False,"{10, 11, 70}"
272,Capshaw Enterprises,47069950100,240,18,6,0,0,7.5,2.5,0.0,0.0,False,False,False,False,{70}
273,"Aeneas Communications, LLC",47069950100,240,13,13,13,13,5.42,5.42,5.42,5.42,False,False,False,False,{50}
274,"COMCAST CABLE COMMUNICATIONS, LLC",47069950100,240,2,2,2,2,0.83,0.83,0.83,0.83,False,False,False,False,{43}
275,"Charter Communications, Inc.",47069950100,240,1,1,1,1,0.42,0.42,0.42,0.42,False,False,False,False,{43}
276,"Wisper II, LLC",47053966600,76,16,15,0,0,21.05,19.74,0.0,0.0,True,True,False,False,{70}
277,"BellSouth Telecommunications, Inc.",47053966600,76,65,58,31,16,85.53,76.32,40.79,21.05,True,True,True,True,"{10, 11, 12, 70}"
278,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966600,76,3,3,3,0,3.95,3.95,3.95,0.0,False,False,False,False,{11}
279,"Gibson Connect, LLC",47053966600,76,6,6,6,6,7.89,7.89,7.89,7.89,False,False,False,False,{50}
280,INFOSTRUCTURE INC,47053966600,76,17,17,17,17,22.37,22.37,22.37,22.37,True,True,True,True,{42}
281,"Charter Communications, Inc.",47053966600,76,30,30,30,30,39.47,39.47,39.47,39.47,True,True,True,True,{43}
282,"Wisper II, LLC",47053966800,129,5,4,0,0,3.88,3.1,0.0,0.0,False,False,False,False,{70}
283,"BellSouth Telecommunications, Inc.",47053966800,129,10,9,2,0,7.75,6.98,1.55,0.0,False,False,False,False,"{10, 11, 70}"
284,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966800,129,37,37,37,0,28.68,28.68,28.68,0.0,True,True,True,False,{70}
285,West Kentucky Rural Telephone Coop Corp Inc,47053966800,129,123,123,123,123,95.35,95.35,95.35,95.35,True,True,True,True,{50}
286,INFOSTRUCTURE INC,47053966800,129,3,3,3,3,2.33,2.33,2.33,2.33,False,False,False,False,{42}
287,"Wisper II, LLC",47097050600,148,7,5,0,0,4.73,3.38,0.0,0.0,False,False,False,False,{70}
288,"BellSouth Telecommunications, Inc.",47097050600,148,103,100,62,41,69.59,67.57,41.89,27.7,True,True,True,True,"{10, 11, 70}"
289,"ECSIS.NET, LLC DBA Electronic Communication Systems",47097050600,148,133,133,133,0,89.86,89.86,89.86,0.0,True,True,True,False,{11}
290,"Charter Communications, Inc.",47097050600,148,75,75,75,75,50.68,50.68,50.68,50.68,True,True,True,True,{43}
291,"Wisper II, LLC",47047060403,109,1,1,0,0,0.92,0.92,0.0,0.0,False,False,False,False,{70}
292,"BellSouth Telecommunications, Inc.",47047060403,109,92,91,75,72,84.4,83.49,68.81,66.06,True,True,True,True,"{10, 11, 12, 50}"
293,"COMCAST CABLE COMMUNICATIONS, LLC",47047060403,109,91,91,91,91,83.49,83.49,83.49,83.49,True,True,True,True,{43}
294,"Wisper II, LLC",47053966400,266,10,9,0,0,3.76,3.38,0.0,0.0,False,False,False,False,{70}
295,"BellSouth Telecommunications, Inc.",47053966400,266,153,142,74,0,57.52,53.38,27.82,0.0,True,True,True,False,"{10, 11, 70}"
296,"ECSIS.NET, LLC DBA Electronic Communication Systems",47053966400,266,29,29,29,0,10.9,10.9,10.9,0.0,False,False,False,False,{11}
297,"West Tennessee Telephone Co., Inc.",47053966400,266,56,56,44,44,21.05,21.05,16.54,16.54,True,True,True,True,"{50, 11}"
298,INFOSTRUCTURE INC,47053966400,266,2,2,2,2,0.75,0.75,0.75,0.75,False,False,False,False,{42}
299,"Aeneas Communications, LLC",47053966400,266,3,2,1,1,1.13,0.75,0.38,0.38,False,False,False,False,"{42, 11}"
300,"Charter Communications, Inc.",47053966400,266,182,182,182,182,68.42,68.42,68.42,68.42,True,True,True,True,{43}
301,"Wisper II, LLC",47023970300,295,9,7,0,0,3.05,2.37,0.0,0.0,False,False,False,False,{70}
302,"BellSouth Telecommunications, Inc.",47023970300,295,203,193,30,19,68.81,65.42,10.17,6.44,True,True,False,False,"{10, 11, 50, 70}"
303,"Aeneas Communications, LLC",47023970300,295,10,10,10,10,3.39,3.39,3.39,3.39,False,False,False,False,{50}
304,"COMCAST CABLE COMMUNICATIONS, LLC",47023970300,295,2,2,2,2,0.68,0.68,0.68,0.68,False,False,False,False,{43}
305,"Charter Communications, Inc.",47023970300,295,169,169,169,169,57.29,57.29,57.29,57.29,True,True,True,True,{43}
306,"Wisper II, LLC",47167041000,103,6,5,0,0,5.83,4.85,0.0,0.0,False,False,False,False,{70}
307,"BellSouth Telecommunications, Inc.",47167041000,103,9,9,8,8,8.74,8.74,7.77,7.77,False,False,False,False,"{10, 11, 12}"
308,"ECSIS.NET, LLC DBA Electronic Communication Systems",47167041000,103,103,103,0,0,100.0,100.0,0.0,0.0,True,True,False,False,{70}
309,"Millington Telephone Co., Inc.",47167041000,103,37,37,37,37,35.92,35.92,35.92,35.92,True,True,True,True,"{10, 50}"
310,"COMCAST CABLE COMMUNICATIONS, LLC",47167041000,103,36,36,36,36,34.95,34.95,34.95,34.95,True,True,True,True,{43}
311,"Wisper II, LLC",47077975200,234,62,55,0,0,26.5,23.5,0.0,0.0,True,True,False,False,{70}
312,"BellSouth Telecommunications, Inc.",47077975200,234,132,132,2,0,56.41,56.41,0.85,0.0,True,True,False,False,"{10, 11, 70}"
313,"Charter Communications, Inc.",47077975200,234,118,118,118,118,50.43,50.43,50.43,50.43,True,True,True,True,{43}
314,"Wisper II, LLC",47023970100,183,67,61,0,0,36.61,33.33,0.0,0.0,True,True,False,False,{70}
